"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"M05000000013","KL FIXED INCOME FUND, LLC                       ","A","FORL","           222 LAKEVIEW AVE., 17TH FLOOR             ","                                          ","WEST PALM BEACH             ","FL","33401     ","  ","01032005"
"P05000000553","V.G. CUMBERBATCH SPECIALTY SERVICES, INC.       ","A","DOMP","           831 CAMP FRANCIS JOHNSON ROAD             ","                                          ","ORANGE PARK                 ","FL","32065     ","  ","01032005"
"P05000000563","EXPRESS CATERING OF SOUTH FLORIDA INC.          ","A","DOMP","           1318 SW 74TH AVENUE                       ","                                          ","NORTH LAUDERDALE            ","FL","33068     ","US","01032005"
"L05000000393","QUICK FITS & MORE LLC                           ","A","FLAL","           956 ORANGE AVE.                           ","                                          ","DAYTONA                     ","FL","32114     ","  ","12302004"
"L05000000413","BREWSTER'S AIRCRAFT LLC                         ","A","FLAL","           10 FLORAL AVENUE, KEY HAVEN               ","                                          ","KEY WEST                    ","FL","22040     ","  ","12232004"
"P05000000583","SHELTON FIELD SERVICES, INC                     ","A","DOMP","           3234 S. BUCKLEY POINT                     ","                                          ","INVERNESS                   ","FL","34450     ","US","01032005"
"P05000000593","2H TECHNICAL AND TRANSLATION SERVICES, INC.     ","A","DOMP","           160 AIRVIEW AVE NE                        ","                                          ","PALM BAY                    ","FL","32907     ","  ","01032005"
"P05000000603","YURI H. ROJAS, P A                              ","A","DOMP","           16181 SW 23RD STREET                      ","                                          ","MIRAMAR                     ","FL","33027     ","  ","01012005"
"P05000000623","IN DEMAND IMPROVEMENT SERVICES, INC.            ","A","DOMP","           2655 HALPERNS WAY                         ","                                          ","MIDDLEBURG                  ","FL","32068     ","  ","01032005"
"P05000000633","EXTREME LIMOUSINE OF CENTRAL FLORIDA INC.       ","A","DOMP","           1073 S NEW YORK AVE                       ","                                          ","LAKELAND                    ","FL","33803     ","  ","01032005"
"P05000000643","BUILDING IDENTITY GROUP, INC.                   ","A","DOMP","           6120-K EDGEWATER DR                       ","                                          ","ORLANDO                     ","FL","32810     ","  ","01032005"
"P05000000663","SIGNATURE CLEANING TEAM, INC.                   ","A","DOMP","           9021 LAS MADIRAS DR #102                  ","                                          ","BONITA SPRINGS              ","FL","34135     ","  ","01032005"
"L05000000433","FL FUN, LLC                                     ","A","FLAL","           1717 RIVERSTONE DR.                       ","                                          ","DELAWARE                    ","OH","43015     ","  ","12272004"
"P05000000493","EVA & DEVIN TRUCKING CORP.                      ","A","DOMP","           267 EAST 4 AVE                            ","2                                         ","HIALEAH                     ","FL","33010     ","  ","01032005"
"P05000000573","M. A. JONES TILE, INC.                          ","A","DOMP","           1798 ANNIE PENTON RD                      ","                                          ","JAY                         ","FL","32565     ","  ","01032005"
"P05000000613","AXIOS RECORDS, INC.                             ","A","DOMP","           10822 MAGNOLIA ST.                        ","                                          ","RIVERVIEW                   ","FL","33569     ","  ","01032005"
"P05000000653","SOUTH LAKE ROOFING, INC.                        ","A","DOMP","           558 WALDO STREET                          ","                                          ","GROVELAND                   ","FL","34736     ","  ","01032005"
"F05000000023","NATIONAL HOSPITALITY GROUP, INC.                ","A","FORP","           111 2ND AVENUE SUITE 910                  ","                                          ","ST. PETERSBURG              ","FL","33701     ","  ","01032005"
"P05000000673","KWIK SNACKS OF SOUTH FLORIDA, INC.              ","A","DOMP","           7725 NW 63RD AVE                          ","                                          ","PARKLAND                    ","FL","33067     ","  ","01032005"
"L05000000443","TAT HOLDINGS - GEORGIA, LLC                     ","A","FLAL","           5050 - 140TH AVENUE NORTH                 ","                                          ","CLEARWATER                  ","FL","34620     ","  ","01032005"
"N05000000033","LUCKY CAT ADOPTIONS, INC.                       ","A","DOMN","P          1815 SENTRY OAK COURT                     ","                                          ","GREEN COVE SPRINGS          ","FL","32043     ","  ","01032005"
"P05000000683","ROYAL PALM TILE, INC.                           ","A","DOMP","           9131 BEDFORD DR.                          ","                                          ","BOCA RATON                  ","FL","33434     ","  ","01012005"
"L05000000453","IRISH HORSE MARKETING, LLC                      ","A","FLAL","           661 LOGAN BOULEVARD NORTH                 ","                                          ","NAPLES                      ","FL","34119     ","  ","12272004"
"P05000000693","J & S HOME REPAIR AND REMODELING, INC.          ","A","DOMP","           697 E ANDERSON RD                         ","                                          ","GROVELAND                   ","FL","34736     ","  ","12282004"
"L05000000463","DEARHEART LLC                                   ","A","FLAL","           1901 BRINSON ROAD, UNIT E-2               ","                                          ","LUTZ                        ","FL","33549     ","  ","12272004"
"P05000000703","LAW OFFICES OF OSCAR SYGER P.A.                 ","A","DOMP","           19 W FLAGLER ST - # 810                   ","                                          ","MIAMI                       ","FL","33130     ","  ","01032005"
"L05000000473","RAILROAD SQUARE, LLC                            ","A","FLAL","           567 INDUSTRIAL DRIVE                      ","                                          ","TALLAHASSEE                 ","FL","32310     ","  ","01032005"
"P05000000713","BRUMIL ENTERPRISES, INC.                        ","A","DOMP","           1220 E PROSPECT AVE SUITE 300             ","                                          ","MELBOURNE                   ","FL","32901     ","  ","01012005"
