"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"P05000078172","TRUGON PROPERTIES, INC.                         ","A","DOMP","           5550 SW 67 TERRACE                        ","                                          ","DAVIE                       ","FL","33314     ","  ","05302005"
"P05000078182","BELLO KITCHEN DESIGNS, INC.                     ","A","DOMP","           12990 SW 27TH STREET                      ","                                          ","MIRAMAR                     ","FL","33027     ","  ","05252005"
"P05000078192","WEHAUL MOVING & STORAGE, INC.                   ","A","DOMP","           3109 WEST HALLANDALE BEACH BLVD           ","102                                       ","HALLANDALE                  ","FL","33009     ","  ","05302005"
"P05000078202","S.M. CONSTRUCTION INC.                          ","A","DOMP","           2775  W. 61ST PL                          ","101                                       ","HIALEAH                     ","FL","33016     ","  ","05312005"
"P05000078212","TRUE-TECH SOLUTIONS, INC.                       ","A","DOMP","           301 GARDENS DRIVE                         ","APT. 203                                  ","POMPANO BEACH               ","FL","33069     ","  ","05312005"
"P05000078222","ACCIDENT GUIDES INC                             ","A","DOMP","           PO BOX 530157                             ","                                          ","ST PETERSBURG               ","FL","33747     ","  ","05242005"
"P05000078232","CARIBBEAN CONNECTION IMPORT/EXPORT INC.         ","A","DOMP","           9999 NW 89TH AVENUE                       ","BAY #15                                   ","MEDLEY                      ","FL","33178     ","  ","05312005"
"P05000078242","CAPITAL PROPERTY MANAGEMENT, INC.               ","A","DOMP","           1101 N CONGRESS AVE                       ","202                                       ","BOYNTON BEACH               ","FL","33426     ","US","05312005"
"L05000053552","COVENANT AIR, LLC                               ","A","FLAL","           347 OAKLAND CIRCLE                        ","                                          ","FORT WALTON BEACH           ","FL","32548     ","  ","05262005"
"P05000078252","TWIN ISLAND TEES, INC.                          ","A","DOMP","           541 S STATE RD 7 SUITE 1                  ","                                          ","MARGATE                     ","FL","33068     ","  ","05272005"
"P05000078272","MEGATRUX INC                                    ","A","DOMP","           11280 SW 196 ST A101                      ","                                          ","MIAMI                       ","FL","33157     ","  ","05272005"
"M05000002902","AMC DELANCEY HUDSON CAPITAL I, LLC              ","A","FORL","           718 ARCH STREET, SUITE 400N               ","                                          ","PHILADEPHIA                 ","PA","19106     ","  ","05272005"
"P05000078282","OVERSEAS PURCHASING INTERNATIONAL, INC.         ","A","DOMP","           P O BOX 330493                            ","                                          ","MIAMI                       ","FL","33233     ","  ","05272005"
"P05000078292","K12 DATA SYSTEMS, INC.                          ","A","DOMP","           8417 HOLLOW BROOKE CIRCLE                 ","                                          ","NAPLES                      ","FL","34119     ","  ","05272005"
"P05000078302","A QUALITY ROOFING OF LARGO, INC.                ","A","DOMP","           224 ROYAL PALMS DR.                       ","                                          ","LARGO                       ","FL","33771     ","  ","05272005"
"B05000000232","AMC DELANCEY HUDSON CAPITAL PARTNERS I, L.P.    ","A","FORL","P          CT CORPORATION SYSTEM                     ","1209 ORANGE STREET                        ","WILMINGTON                  ","DE","19801     ","  ","05272005"
"L05000053602","PEAL RESTAURANTS OF AMERICA, LLC                ","A","FLAL","           C/O RAUL E. GHOUGASIAN, P.A.              ","2300 GLADES ROAD, SUITE 370-W             ","BOCA RATON                  ","FL","33431     ","  ","05312005"
"P05000078342","SUDDEN CARE REHABILITATION CENTER, INC.         ","A","DOMP","           1421-2 SW 107 AVE                         ","                                          ","MIAMI                       ","FL","33174     ","  ","05272005"
"L05000053562","DPSG INVESTMENTS LIMITED LIABILITY COMPANY      ","A","FLAL","           PO BOX 1596                               ","                                          ","FLUSHING                    ","NY","11354     ","  ","05232005"
"L05000053572","CONVERGENCE TECHNOLOGY SERVICES, LLC            ","A","FLAL","           8630 S.E. WATER OAK PLACE                 ","                                          ","TEQUESTA                    ","FL","33469     ","  ","05272005"
"P05000078262","LAJEUNE T. RICHARDSON, INC.                     ","A","DOMP","           164 LAPASADA CIRCLE S                     ","                                          ","PONTE VEDRA BEACH           ","FL","32082     ","  ","05272005"
"A05000001072","THE ARMOR FAMILY LIMITED PARTNERSHIP            ","A","DOML","P          3901 S.E. ST. LUCIE BLVD.                 ","                                          ","STUART                      ","FL","34997     ","  ","05312005"
"L05000053582","ALVIN AKINS, LLC                                ","A","FLAL","           P.O. BOX 554                              ","                                          ","BELL                        ","FL","32619     ","  ","05162005"
"L05000053592","CENTRAL TRANSIT, LLC                            ","A","FLAL","           231 174TH ST., SUITE 1720                 ","                                          ","SUNNY ISLES                 ","FL","33160     ","  ","05192005"
"N05000005602","RIVER BEND OF HILLSBOROUGH COUNTY HOMEOWNERS ASS","A","DOMN","P          2502 N ROCKY POINT DR SUITE 1050          ","                                          ","TAMPA                       ","FL","33607     ","  ","05312005"
"P05000078312","SOUTHEAST COMPUTER GROUP INC                    ","A","DOMP","           P O BOX 160213                            ","                                          ","HIALEAH                     ","FL","33016     ","  ","05272005"
